StudyHours,Attendance,PreviousScore,SleepHours,Result
5.8,61,71,8.0,Fail
5.0,87,92,6.5,Pass
2.2,47,37,4.8,Fail
5.1,50,49,5.1,Fail
3.3,93,58,5.2,Fail
5.7,47,77,5.5,Pass
2.4,42,39,7.0,Fail
2.8,99,32,8.9,Fail
2.7,39,54,3.5,Fail
4.2,55,65,6.1,Fail
3.8,31,52,7.3,Fail
3.2,31,21,8.4,Fail
2.2,40,90,6.7,Fail
4.7,64,45,5.8,Fail
3.1,31,64,3.0,Fail
5.5,86,47,7.5,Fail
4.0,78,83,6.4,Pass
1.4,31,26,8.0,Fail
2.2,41,83,8.5,Fail
4.7,83,42,8.4,Fail
5.1,81,53,5.4,Fail
5.9,48,58,5.6,Fail
3.5,58,98,3.5,Fail
4.1,87,89,8.7,Pass
4.8,57,43,5.4,Fail
2.0,30,71,3.1,Fail
1.9,84,30,7.7,Fail
3.3,99,28,6.3,Fail
3.8,66,36,5.6,Fail
5.3,92,80,7.8,Pass
5.5,42,50,8.2,Fail
2.9,95,99,6.5,Fail
2.6,85,87,6.5,Fail
2.9,33,75,3.0,Fail
5.2,93,64,6.2,Pass
4.7,36,58,6.1,Fail
3.6,56,38,6.5,Fail
1.8,33,61,4.7,Fail
1.5,65,39,3.7,Fail
2.1,52,90,4.0,Fail
1.6,64,51,7.6,Fail
1.8,42,36,4.7,Fail
3.3,49,76,8.6,Fail
4.6,36,53,6.3,Fail
4.4,93,48,7.4,Fail
1.3,70,90,4.0,Fail
5.3,52,61,7.8,Fail
2.1,36,61,5.1,Fail
3.4,95,59,7.6,Fail
1.6,92,78,3.6,Fail
1.1,40,86,8.3,Fail
2.0,39,38,4.9,Fail
3.8,96,94,5.4,Pass
5.2,59,62,8.3,Fail
1.7,53,63,5.8,Fail
1.1,32,93,7.2,Fail
4.1,79,83,6.2,Pass
5.6,91,47,5.6,Fail
3.7,71,40,5.2,Fail
1.8,39,72,3.3,Fail
3.9,82,69,6.6,Pass
2.7,30,22,4.7,Fail
4.2,61,74,7.2,Fail
5.5,52,39,5.1,Fail
4.3,75,87,6.9,Pass
4.9,65,56,6.9,Fail
5.8,34,86,3.9,Pass
3.8,98,75,7.3,Pass
4.1,88,21,5.8,Fail
3.3,48,49,4.5,Fail
1.6,46,71,3.3,Fail
4.1,43,58,3.1,Fail
1.2,36,25,7.7,Fail
3.6,98,68,6.2,Pass
3.4,40,62,6.7,Fail
5.9,88,34,7.3,Fail
5.9,62,80,4.8,Pass
2.6,55,99,6.9,Fail
2.5,42,72,8.6,Fail
6.0,49,56,6.1,Fail
3.3,32,88,4.3,Fail
4.5,87,31,4.5,Fail
4.9,69,46,5.2,Fail
2.6,56,72,3.2,Fail
4.0,59,79,6.0,Pass
2.2,86,91,7.3,Fail
6.0,41,30,7.9,Fail
2.1,38,61,5.4,Fail
1.3,33,83,4.9,Fail
2.8,44,99,6.2,Fail
1.2,95,47,7.0,Fail
5.7,44,48,4.4,Fail
4.9,79,75,7.8,Pass
3.9,59,30,3.4,Fail
1.3,37,42,4.0,Fail
1.2,49,47,3.3,Fail
1.6,56,25,6.8,Fail
2.2,95,79,3.6,Fail
5.3,54,47,6.3,Fail
1.7,95,29,6.6,Fail
4.7,81,73,3.6,Pass
1.7,77,85,6.3,Fail
5.4,93,95,3.1,Pass
1.7,42,50,3.6,Fail
1.7,33,72,4.3,Fail
5.5,39,87,5.7,Pass
2.2,99,82,6.3,Fail
2.7,48,38,6.1,Fail
2.5,31,90,4.2,Fail
2.4,41,38,3.9,Fail
5.0,65,63,3.5,Fail
3.9,48,54,4.7,Fail
3.3,71,20,5.7,Fail
4.4,79,30,4.3,Fail
5.2,43,62,8.4,Fail
1.1,62,100,8.9,Fail
2.8,63,31,7.6,Fail
1.7,80,51,3.0,Fail
4.4,100,65,4.8,Pass
3.8,64,35,7.1,Fail
3.3,50,38,4.1,Fail
5.0,100,94,5.1,Pass
4.4,66,85,7.5,Pass
5.9,100,56,3.9,Fail
5.3,47,37,5.9,Fail
4.3,77,89,8.1,Pass
4.6,46,57,7.3,Fail
1.3,32,64,6.3,Fail
2.8,42,93,8.5,Fail
5.0,76,27,3.5,Fail
5.0,99,63,6.9,Pass
5.7,79,69,3.2,Pass
2.7,72,52,3.6,Fail
1.9,72,57,7.8,Fail
5.4,90,92,5.0,Pass
3.3,41,52,4.1,Fail
5.7,88,97,3.2,Pass
4.1,39,67,3.0,Fail
3.5,59,53,5.5,Fail
4.6,77,50,7.3,Fail
3.9,31,50,6.6,Fail
2.2,34,20,3.8,Fail
1.3,43,93,6.8,Fail
3.8,56,93,5.1,Fail
1.2,100,37,3.5,Fail
1.3,87,31,4.2,Fail
4.3,79,77,8.8,Pass
4.2,57,37,8.7,Fail
2.6,56,91,7.5,Fail
5.4,80,32,5.8,Fail
2.1,92,77,3.4,Fail
3.8,88,27,7.4,Fail
3.2,46,63,8.5,Fail
2.3,72,30,3.2,Fail
3.5,31,28,5.6,Fail
3.0,62,97,7.0,Fail
2.5,72,72,7.0,Fail
4.2,64,63,6.7,Fail
2.8,68,58,8.1,Fail
5.1,55,82,3.3,Pass
1.5,65,54,3.1,Fail
4.1,100,32,6.9,Fail
2.5,81,41,7.3,Fail
1.3,51,20,3.7,Fail
1.4,46,66,5.2,Fail
1.5,35,28,8.4,Fail
1.7,69,28,6.8,Fail
3.4,36,96,4.8,Fail
5.9,39,48,7.4,Fail
2.6,68,48,5.3,Fail
1.7,78,81,8.1,Fail
3.9,57,80,8.2,Fail
3.4,32,48,5.1,Fail
2.5,72,27,4.3,Fail
2.4,64,71,4.8,Fail
5.4,43,22,3.6,Fail
4.8,31,71,6.9,Fail
2.0,46,61,6.4,Fail
5.6,83,62,3.5,Pass
1.6,37,47,3.2,Fail
2.9,95,23,5.0,Fail
3.8,99,49,8.9,Fail
2.5,47,76,4.7,Fail
1.8,56,58,3.8,Fail
2.2,77,21,6.0,Fail
4.3,49,97,6.4,Pass
4.6,38,81,7.4,Pass
4.2,58,57,3.1,Fail
5.9,87,76,5.5,Pass
1.4,75,90,8.1,Fail
5.5,93,56,6.3,Fail
3.9,50,42,7.6,Fail
1.2,74,52,4.4,Fail
3.8,30,81,3.9,Fail
2.4,86,52,8.9,Fail
2.1,85,41,8.6,Fail
2.6,41,41,8.1,Fail
5.4,45,85,4.7,Pass
5.4,30,94,5.8,Pass
4.8,53,66,6.3,Fail
2.9,32,36,8.2,Fail
1.4,90,89,7.2,Fail
2.2,77,44,3.1,Fail
3.5,90,56,6.3,Fail
4.2,52,47,5.7,Fail
3.8,55,69,3.7,Fail
2.8,90,91,5.2,Fail
2.7,65,69,7.5,Fail
5.7,36,63,5.0,Fail
4.8,98,86,5.3,Pass
3.3,71,84,5.1,Fail
1.4,56,60,9.0,Fail
3.9,84,31,7.9,Fail
2.4,64,73,4.1,Fail
4.0,33,76,7.4,Pass
5.9,70,39,8.4,Fail
5.4,83,97,4.3,Pass
5.8,58,85,4.9,Pass
3.0,57,31,8.4,Fail
4.1,81,98,7.1,Pass
5.5,82,56,4.8,Fail
3.6,51,37,3.4,Fail
4.8,59,81,8.1,Pass
3.4,71,53,3.4,Fail
5.2,35,68,7.9,Fail
4.8,57,81,8.2,Pass
4.6,35,46,7.2,Fail
2.8,53,41,5.2,Fail
2.9,76,48,7.6,Fail
1.6,56,48,6.5,Fail
5.0,69,62,8.0,Fail
5.0,66,64,8.9,Fail
4.0,84,100,7.4,Pass
4.7,100,85,5.1,Pass
5.0,67,32,8.9,Fail
5.8,93,20,7.4,Fail
2.2,50,86,4.1,Fail
3.7,41,97,7.8,Fail
4.1,44,92,6.5,Pass
2.2,46,21,5.0,Fail
3.0,42,31,5.7,Fail
2.0,68,37,6.5,Fail
5.8,52,59,5.6,Fail
1.8,46,33,6.5,Fail
2.0,63,50,3.8,Fail
5.1,55,57,8.8,Fail
5.8,90,58,4.3,Fail
3.3,97,72,8.5,Fail
4.7,37,46,4.3,Fail
2.3,44,20,3.3,Fail
5.8,75,64,3.2,Pass
3.4,63,47,3.3,Fail
4.3,70,20,7.3,Fail
5.5,56,92,8.2,Pass
5.5,34,94,7.5,Pass
3.2,52,28,7.3,Fail
3.9,55,44,3.9,Fail
4.8,42,85,8.5,Pass
4.3,36,20,4.5,Fail
4.6,75,88,6.8,Pass
4.4,59,65,4.6,Fail
2.7,44,28,8.2,Fail
5.5,43,46,8.6,Fail
5.8,62,97,6.6,Pass
1.9,98,48,5.8,Fail
5.6,36,80,6.4,Pass
1.9,99,21,4.2,Fail
3.0,47,63,4.0,Fail
3.0,79,56,8.5,Fail
2.5,31,82,4.6,Fail
1.8,100,69,4.9,Fail
2.2,47,77,4.6,Fail
3.1,45,84,8.8,Fail
2.1,31,24,3.7,Fail
5.5,100,48,7.4,Fail
2.8,53,80,8.3,Fail
4.4,86,78,4.2,Pass
1.2,66,75,8.9,Fail
5.2,62,54,3.3,Fail
5.8,64,25,3.3,Fail
2.3,47,79,7.3,Fail
1.8,60,37,7.3,Fail
2.7,54,44,7.2,Fail
3.7,34,21,6.2,Fail
1.2,73,21,7.8,Fail
4.0,53,26,4.2,Fail
1.4,36,64,8.1,Fail
4.1,40,60,7.4,Fail
5.8,30,86,8.1,Pass
4.9,63,86,7.9,Pass
2.5,48,50,3.1,Fail
5.3,74,60,7.9,Pass
4.3,61,56,5.0,Fail
5.3,50,53,3.6,Fail
5.8,65,94,6.8,Pass
2.9,51,61,8.6,Fail
3.5,80,79,3.3,Pass
5.2,47,36,4.0,Fail
1.7,45,29,4.5,Fail
5.2,73,57,8.9,Fail
5.8,54,94,7.7,Pass
3.4,66,33,8.5,Fail
4.8,34,47,3.0,Fail
5.4,38,47,6.9,Fail
1.5,30,26,7.8,Fail
2.9,42,33,5.4,Fail
3.8,85,94,3.3,Pass
5.3,52,32,7.3,Fail
2.2,78,34,3.0,Fail
5.1,93,65,3.2,Pass
1.4,54,79,4.6,Fail
2.5,49,28,4.0,Fail
3.9,71,60,4.6,Pass
3.4,34,63,5.4,Fail
3.0,37,88,3.3,Fail
1.4,79,87,5.6,Fail
4.1,83,99,4.7,Pass
3.0,61,70,3.9,Fail
3.4,56,62,7.2,Fail
5.0,80,84,3.0,Pass
2.5,59,71,3.3,Fail
4.6,31,44,4.6,Fail
4.9,51,21,4.4,Fail
1.5,80,83,3.3,Fail
6.0,52,65,7.1,Fail
1.2,54,79,3.5,Fail
5.1,79,94,5.8,Pass
4.6,52,35,3.7,Fail
2.8,83,74,4.7,Fail
2.5,75,26,5.6,Fail
4.1,50,45,6.0,Fail
4.9,58,41,3.7,Fail
3.4,40,71,4.3,Fail
2.0,100,72,8.5,Fail
5.5,97,99,6.6,Pass
3.7,77,75,8.1,Pass
4.8,74,74,7.4,Pass
2.8,66,29,5.7,Fail
5.3,84,66,4.4,Pass
1.2,77,79,3.0,Fail
2.3,52,68,6.5,Fail
3.1,88,39,4.3,Fail
1.0,67,58,8.8,Fail
4.0,89,88,8.2,Pass
3.7,69,93,7.5,Fail
3.6,73,38,4.3,Fail
1.4,89,92,7.0,Fail
5.9,36,87,6.8,Pass
1.0,59,30,3.7,Fail
1.5,30,51,5.6,Fail
2.2,45,33,4.9,Fail
4.6,92,23,7.8,Fail
2.2,78,86,4.0,Fail
3.1,86,84,6.3,Fail
4.2,42,64,4.9,Fail
4.3,84,83,3.2,Pass
4.5,57,58,4.1,Fail
1.1,52,60,6.0,Fail
5.9,43,99,8.9,Pass
3.1,37,44,8.4,Fail
3.5,42,22,4.3,Fail
5.5,53,87,5.5,Pass
2.0,87,25,6.2,Fail
2.0,49,89,5.5,Fail
3.3,34,52,6.0,Fail
1.3,33,84,6.3,Fail
2.4,31,41,8.6,Fail
2.2,86,70,8.9,Fail
2.6,84,72,7.9,Fail
2.6,30,43,7.8,Fail
4.7,98,47,5.7,Fail
2.3,86,92,5.2,Fail
2.6,34,36,6.4,Fail
1.8,55,46,3.1,Fail
1.5,73,78,7.6,Fail
3.1,43,58,8.1,Fail
2.3,87,69,5.9,Fail
2.8,68,43,7.3,Fail
1.8,39,50,5.1,Fail
4.5,31,74,7.7,Fail
2.8,95,62,8.5,Fail
2.7,49,27,7.1,Fail
3.8,50,98,8.9,Fail
4.0,35,36,3.2,Fail
1.1,59,87,3.5,Fail
4.4,40,36,6.0,Fail
5.4,99,95,3.1,Pass
2.3,61,52,5.9,Fail
4.8,44,30,4.8,Fail
3.7,52,24,4.1,Fail
2.0,79,31,3.4,Fail
5.1,77,83,5.2,Pass
3.5,56,78,8.6,Fail
2.2,95,82,5.6,Fail
1.1,49,85,4.0,Fail
3.4,32,27,8.8,Fail
1.2,82,73,7.5,Fail
2.1,95,75,6.4,Fail
3.9,76,59,3.5,Fail
1.7,41,74,3.8,Fail
4.8,79,47,6.3,Fail
1.3,94,57,3.7,Fail
2.1,34,73,5.5,Fail
4.3,37,33,7.3,Fail
2.9,71,46,8.1,Fail
2.0,40,44,7.1,Fail
4.6,39,25,3.3,Fail
2.5,86,48,8.8,Fail
1.7,52,36,5.5,Fail
2.6,73,26,8.5,Fail
1.9,44,54,5.0,Fail
3.2,60,60,8.9,Fail
4.2,65,30,4.8,Fail
3.4,50,37,7.3,Fail
1.4,30,32,6.6,Fail
2.8,49,83,5.0,Fail
1.8,91,81,8.1,Fail
1.7,44,21,7.2,Fail
2.3,80,36,6.6,Fail
4.2,85,76,7.3,Pass
5.4,57,84,4.2,Pass
3.7,95,77,3.3,Pass
5.6,60,83,6.3,Pass
3.8,60,23,4.3,Fail
1.4,62,51,4.9,Fail
4.8,91,92,6.7,Pass
5.5,60,36,4.6,Fail
2.2,55,72,6.1,Fail
1.9,31,84,8.2,Fail
1.0,97,47,4.3,Fail
2.8,30,87,5.6,Fail
2.5,100,72,4.5,Fail
4.7,76,31,5.8,Fail
1.6,99,73,5.4,Fail
3.5,49,37,7.5,Fail
5.9,54,57,8.3,Fail
3.6,65,34,7.5,Fail
4.2,76,85,4.2,Pass
2.1,34,85,4.7,Fail
3.0,93,64,5.6,Fail
4.0,37,91,3.8,Pass
4.7,96,67,9.0,Pass
3.2,38,89,7.3,Fail
1.8,44,76,7.2,Fail
5.1,61,64,3.5,Fail
2.7,74,45,4.0,Fail
1.3,43,28,6.9,Fail
3.9,77,80,6.7,Pass
2.5,74,69,3.4,Fail
3.2,41,45,3.6,Fail
5.0,78,45,7.1,Fail
4.9,35,55,8.6,Fail
1.6,58,66,4.0,Fail
5.4,67,22,8.3,Fail
2.2,32,38,5.3,Fail
5.9,36,63,7.3,Fail
4.5,97,86,5.7,Pass
4.2,33,56,5.2,Fail
2.9,95,23,4.4,Fail
3.2,62,96,7.9,Fail
5.5,32,96,4.4,Pass
4.0,33,37,5.4,Fail
1.1,81,41,4.7,Fail
4.3,41,36,6.9,Fail
3.7,99,92,5.0,Pass
4.9,65,37,6.1,Fail
5.5,77,86,6.3,Pass
4.9,43,23,7.7,Fail
5.3,63,34,5.9,Fail
2.2,41,47,7.1,Fail
4.5,59,75,8.4,Pass
4.4,81,100,6.1,Pass
2.6,87,44,8.0,Fail
1.3,77,43,6.9,Fail
4.4,55,72,3.1,Fail
2.0,49,34,8.4,Fail
1.9,56,74,4.7,Fail
4.7,75,59,8.6,Fail
5.9,84,79,9.0,Pass
1.5,54,90,4.7,Fail
3.2,54,62,6.0,Fail
5.4,89,45,5.2,Fail
3.5,57,28,5.2,Fail
2.3,73,93,7.2,Fail
2.3,72,48,7.0,Fail
3.1,44,76,7.6,Fail
5.6,85,44,8.0,Fail
5.6,96,87,3.5,Pass
2.4,32,53,6.8,Fail
2.1,85,81,3.3,Fail
5.1,93,39,3.3,Fail
2.0,91,83,8.4,Fail
1.3,76,25,7.5,Fail
2.9,44,83,8.7,Fail
1.2,51,24,7.2,Fail
5.4,95,42,5.2,Fail
3.7,87,87,5.8,Pass
2.8,90,22,8.6,Fail
5.6,79,24,6.4,Fail
1.4,69,78,3.5,Fail
2.9,44,52,4.8,Fail
5.3,49,58,3.3,Fail
5.0,71,81,4.7,Pass
3.6,52,99,8.4,Fail
1.1,56,68,5.5,Fail
2.1,34,86,6.1,Fail
4.7,73,75,6.7,Pass
4.2,80,100,4.3,Pass
5.9,45,75,7.8,Pass
1.0,100,70,7.1,Fail
5.7,53,37,8.4,Fail
4.8,54,100,6.1,Pass
4.2,60,43,6.2,Fail
3.9,30,28,8.6,Fail
2.2,73,35,7.2,Fail
2.8,54,37,4.8,Fail
3.5,42,37,8.6,Fail
4.8,35,86,6.8,Pass
3.2,62,45,7.7,Fail
3.4,58,49,8.8,Fail
5.6,30,84,7.6,Pass
5.9,42,70,3.2,Fail
3.6,85,45,8.9,Fail
1.1,95,20,8.5,Fail
1.6,87,86,3.0,Fail
1.1,40,32,6.5,Fail
3.6,61,30,8.3,Fail
3.9,59,91,4.0,Fail
2.3,90,70,3.2,Fail
5.3,96,56,7.8,Fail
1.1,50,42,4.0,Fail
3.0,69,69,8.3,Fail
2.6,50,92,7.8,Fail
5.0,77,82,6.5,Pass
3.9,66,89,3.3,Fail
2.8,34,45,8.6,Fail
1.8,53,61,8.0,Fail
3.6,76,20,8.8,Fail
1.8,64,20,7.2,Fail
3.6,57,46,4.7,Fail
2.6,99,80,3.5,Fail
3.7,92,35,6.2,Fail
5.2,89,36,8.5,Fail
3.8,34,21,8.3,Fail
1.6,89,94,4.7,Fail
5.5,69,27,8.9,Fail
2.0,87,37,8.8,Fail
3.1,51,59,8.7,Fail
5.5,90,64,6.7,Pass
2.1,59,78,7.6,Fail
4.1,51,43,5.6,Fail
1.1,34,51,4.7,Fail
1.5,83,39,4.9,Fail
5.7,78,26,4.6,Fail
2.6,49,76,7.6,Fail
2.7,80,48,9.0,Fail
1.4,60,74,7.1,Fail
2.9,49,49,3.4,Fail
1.1,96,43,8.3,Fail
1.0,62,37,8.8,Fail
2.4,63,74,4.4,Fail
5.1,87,75,8.5,Pass
1.2,52,95,4.3,Fail
2.1,60,82,3.8,Fail
2.9,38,57,7.4,Fail
4.8,75,98,4.5,Pass
4.1,79,74,4.2,Pass
2.3,41,28,4.7,Fail
4.6,61,98,7.8,Pass
3.4,91,23,5.1,Fail
4.9,53,84,8.5,Pass
2.4,77,44,5.5,Fail
1.0,69,79,3.7,Fail
5.8,71,20,7.5,Fail
2.6,63,85,4.8,Fail
5.9,39,51,3.5,Fail
1.8,58,46,6.9,Fail
1.9,93,68,8.2,Fail
5.5,70,51,8.1,Fail
4.2,87,73,4.8,Pass
1.3,62,73,8.4,Fail
2.9,38,54,6.5,Fail
1.2,41,41,4.2,Fail
6.0,59,24,7.2,Fail
5.5,43,55,4.9,Fail
5.3,87,84,8.8,Pass
5.0,86,22,6.4,Fail
5.1,82,35,5.1,Fail
3.4,72,33,7.7,Fail
3.9,80,54,6.7,Fail
4.2,33,23,4.3,Fail
4.9,90,92,6.5,Pass
3.5,70,52,7.6,Fail
3.9,82,60,4.2,Pass
1.8,69,62,8.5,Fail
3.7,65,90,5.6,Fail
2.5,68,75,8.1,Fail
5.4,40,53,3.4,Fail
5.9,84,37,5.9,Fail
5.5,32,31,8.1,Fail
4.5,56,80,6.8,Pass
2.9,31,38,6.9,Fail
4.4,74,40,3.1,Fail
4.3,92,29,8.4,Fail
4.2,34,42,8.9,Fail
1.0,97,20,3.6,Fail
2.6,35,87,7.6,Fail
2.5,73,32,3.1,Fail
4.0,81,78,6.7,Pass
4.2,83,32,7.7,Fail
1.4,37,92,4.8,Fail
2.0,33,87,8.8,Fail
5.2,51,76,5.9,Pass
1.3,80,91,4.3,Fail
3.0,98,44,4.7,Fail
4.0,51,73,4.2,Fail
2.9,33,87,7.2,Fail
4.6,49,95,4.5,Pass
1.2,98,71,6.3,Fail
3.2,97,61,7.1,Fail
5.6,31,31,7.5,Fail
3.3,95,29,6.2,Fail
3.9,44,61,4.0,Fail
3.7,85,49,6.4,Fail
4.6,34,98,8.4,Pass
3.0,93,41,5.4,Fail
4.5,41,90,3.3,Pass
5.3,34,91,7.6,Pass
2.5,63,72,8.0,Fail
2.4,67,52,7.8,Fail
2.2,65,43,6.3,Fail
4.3,58,55,8.9,Fail
3.1,70,52,9.0,Fail
1.4,74,40,7.0,Fail
2.0,35,69,5.7,Fail
3.7,40,88,5.7,Fail
5.8,46,49,5.7,Fail
4.6,71,68,4.6,Pass
4.7,92,70,8.1,Pass
2.1,71,24,3.2,Fail
2.4,69,76,8.1,Fail
3.1,76,82,5.7,Fail
3.7,79,64,8.9,Pass
3.9,61,40,3.9,Fail
5.6,67,90,6.7,Pass
3.8,56,82,6.4,Fail
5.2,46,84,3.1,Pass
5.8,81,63,7.3,Pass
1.2,39,56,4.6,Fail
3.6,31,89,5.9,Fail
1.3,33,28,5.8,Fail
1.9,53,32,8.3,Fail
4.7,84,96,7.8,Pass
5.8,96,43,5.5,Fail
4.8,73,88,6.1,Pass
6.0,94,90,3.8,Pass
5.1,41,24,8.5,Fail
4.3,41,22,5.1,Fail
2.7,73,96,3.9,Fail
3.0,94,54,4.6,Fail
5.6,80,87,3.8,Pass
2.7,92,78,6.8,Fail
4.7,72,81,4.0,Pass
2.8,79,72,6.4,Fail
2.6,51,72,8.3,Fail
1.4,51,22,4.4,Fail
2.7,89,88,5.4,Fail
2.7,66,33,5.9,Fail
1.8,90,55,8.0,Fail
1.1,61,49,8.4,Fail
1.1,67,65,6.9,Fail
1.2,37,79,8.0,Fail
3.0,38,99,3.6,Fail
4.5,53,44,4.4,Fail
2.9,54,57,7.7,Fail
6.0,61,83,5.0,Pass
1.6,56,41,8.6,Fail
4.7,69,79,5.4,Pass
2.8,37,39,8.1,Fail
4.2,97,55,8.7,Fail
2.7,60,79,3.4,Fail
3.8,74,87,8.9,Pass
5.4,34,90,8.6,Pass
2.5,78,49,6.9,Fail
1.4,96,52,7.9,Fail
5.8,60,22,3.4,Fail
1.1,84,58,8.9,Fail
2.2,77,56,3.9,Fail
5.2,90,76,5.2,Pass
2.6,99,44,8.4,Fail
2.0,42,94,7.1,Fail
3.0,66,27,6.2,Fail
5.0,65,81,8.8,Pass
4.9,72,59,5.5,Fail
2.4,95,87,8.8,Fail
5.6,51,34,5.5,Fail
3.1,74,35,7.6,Fail
4.1,66,88,6.5,Pass
4.8,61,33,5.6,Fail
2.3,88,95,5.4,Fail
6.0,57,54,3.1,Fail
5.9,85,86,6.0,Pass
2.3,95,98,8.2,Fail
1.5,52,41,7.8,Fail
3.6,60,69,3.5,Fail
3.4,32,94,8.0,Fail
1.9,43,82,4.5,Fail
4.1,70,42,3.3,Fail
3.0,41,60,4.1,Fail
4.2,32,91,6.5,Pass
5.9,100,82,7.0,Pass
4.2,62,63,8.7,Fail
5.4,99,65,7.9,Pass
5.2,44,94,4.2,Pass
2.0,53,45,8.9,Fail
1.8,96,21,3.8,Fail
5.6,90,89,4.0,Pass
4.1,67,90,6.9,Pass
3.6,100,25,3.1,Fail
2.8,56,23,8.3,Fail
5.3,43,95,4.2,Pass
1.9,77,62,7.0,Fail
2.2,91,27,4.9,Fail
3.8,100,77,6.4,Pass
3.8,62,72,4.0,Fail
4.0,75,82,5.1,Pass
2.2,75,48,5.4,Fail
5.3,79,81,6.5,Pass
2.5,87,100,8.8,Fail
3.2,69,77,4.0,Fail
3.3,51,55,9.0,Fail
1.5,98,38,7.7,Fail
2.1,65,80,3.6,Fail
1.3,65,67,6.3,Fail
3.7,30,75,8.5,Fail
5.6,56,41,3.9,Fail
2.3,43,72,6.5,Fail
5.3,83,92,5.5,Pass
3.0,43,40,3.9,Fail
4.1,90,59,9.0,Fail
5.4,43,80,8.2,Pass
2.8,40,58,7.9,Fail
2.8,50,25,7.1,Fail
4.6,36,71,6.7,Fail
1.8,88,31,8.7,Fail
5.0,31,79,6.1,Pass
5.2,32,90,4.2,Pass
5.8,63,72,7.5,Fail
2.6,37,47,7.5,Fail
4.2,46,87,8.4,Pass
2.9,99,68,8.8,Fail
3.3,36,45,4.5,Fail
5.7,35,67,5.7,Fail
3.0,79,44,7.9,Fail
1.9,31,34,4.0,Fail
2.9,60,86,7.7,Fail
5.0,93,97,4.5,Pass
3.1,35,20,6.0,Fail
4.8,99,39,5.7,Fail
5.8,86,81,4.0,Pass
4.9,38,62,8.5,Fail
3.8,97,52,4.1,Fail
1.9,66,34,8.4,Fail
1.4,48,67,8.3,Fail
5.9,70,39,8.0,Fail
5.5,78,32,7.9,Fail
4.7,39,98,4.2,Pass
2.0,33,42,6.3,Fail
5.6,33,50,7.2,Fail
3.1,87,79,3.2,Fail
4.0,42,73,6.9,Fail
4.0,36,94,8.2,Pass
1.6,46,38,5.9,Fail
3.8,50,75,6.0,Fail
2.5,51,48,8.9,Fail
5.6,70,99,6.9,Pass
1.9,39,94,3.2,Fail
3.6,81,70,7.5,Pass
4.6,56,32,4.3,Fail
5.0,33,95,4.3,Pass
5.9,91,72,7.6,Pass
5.5,72,57,8.0,Fail
4.4,76,93,4.8,Pass
1.4,63,47,6.4,Fail
2.4,98,72,4.1,Fail
1.5,39,23,4.5,Fail
5.6,49,91,3.9,Pass
5.7,83,57,3.9,Fail
2.1,62,96,3.5,Fail
2.9,50,51,5.3,Fail
1.1,65,34,8.1,Fail
5.6,32,37,8.9,Fail
3.7,97,35,4.0,Fail
4.2,38,39,8.2,Fail
4.2,77,67,5.5,Pass
2.4,33,84,3.7,Fail
3.6,35,79,3.6,Fail
1.6,98,68,6.8,Fail
2.4,82,64,7.4,Fail
3.4,74,60,6.4,Fail
5.5,39,48,8.8,Fail
2.5,68,39,3.7,Fail
4.1,100,67,6.6,Pass
3.7,59,91,4.1,Fail
1.7,57,92,6.3,Fail
5.3,86,100,7.6,Pass
4.5,77,27,5.8,Fail
5.1,51,46,3.5,Fail
5.1,91,69,4.2,Pass
3.4,81,57,7.8,Fail
5.7,41,64,6.7,Fail
2.6,45,79,3.9,Fail
2.5,32,53,8.1,Fail
1.7,72,37,5.0,Fail
4.0,64,83,5.7,Pass
4.2,69,21,4.2,Fail
2.7,76,67,8.0,Fail
5.7,100,45,8.7,Fail
3.2,64,44,6.8,Fail
4.3,56,80,8.3,Pass
4.1,59,74,8.6,Fail
4.6,71,83,3.8,Pass
3.4,87,25,8.1,Fail
4.3,99,91,7.3,Pass
3.6,95,23,9.0,Fail
1.7,54,77,7.0,Fail
4.4,42,26,7.2,Fail
6.0,97,97,6.4,Pass
4.2,31,60,7.1,Fail
4.6,75,51,6.6,Fail
2.1,87,43,4.2,Fail
3.3,85,58,3.6,Fail
2.7,55,21,5.9,Fail
3.6,98,96,4.1,Pass
4.7,96,80,9.0,Pass
2.1,37,65,4.5,Fail
3.0,41,50,7.5,Fail
4.7,65,32,3.2,Fail
2.3,40,77,7.9,Fail
5.7,70,43,5.8,Fail
2.3,46,29,4.4,Fail
4.0,79,55,5.5,Fail
5.7,41,59,5.1,Fail
5.1,76,60,7.2,Pass
2.4,47,35,5.5,Fail
2.4,66,65,5.7,Fail
1.6,75,94,7.5,Fail
2.5,75,82,6.9,Fail
1.3,32,46,4.0,Fail
4.3,80,38,5.7,Fail
5.9,57,77,4.5,Pass
1.7,90,48,4.9,Fail
2.9,33,38,4.1,Fail
3.1,77,92,3.9,Fail
1.1,93,89,5.7,Fail
2.4,59,60,6.6,Fail
2.5,91,24,5.5,Fail
4.8,65,98,6.3,Pass
5.4,37,58,3.1,Fail
5.1,99,77,8.8,Pass
3.8,53,84,9.0,Fail
3.0,63,52,6.5,Fail
4.5,38,92,4.8,Pass
5.6,73,37,7.1,Fail
3.0,78,55,7.0,Fail
3.5,64,27,7.2,Fail
3.0,30,90,8.0,Fail
1.9,55,81,6.7,Fail
2.1,33,85,4.6,Fail
5.9,79,40,7.1,Fail
1.3,71,92,8.9,Fail
2.5,33,73,6.7,Fail
1.9,68,97,5.8,Fail
